Fold	Epoch	Time	RMSE_tr	R2_tr	MAE_te	RMSE_te	R2_te	PCC_te	SCC_te
6	13	1327.0	0.7495	0.761	1.2002	1.5471	-0.105	0.2191	0.2337
6	14	1429.4	0.7457	0.7635	1.2137	1.5731	-0.1425	0.2116	0.226
6	15	1532.0	0.7384	0.7681	1.222	1.5821	-0.1557	0.1965	0.222
6	16	1634.2	0.7343	0.7706	1.2068	1.5696	-0.1375	0.2047	0.2316
6	17	1735.0	0.7323	0.7719	1.1941	1.5588	-0.1219	0.1978	0.2257
6	18	1836.8	0.7298	0.7734	1.201	1.5678	-0.1349	0.1979	0.2306
6	19	1939.3	0.7229	0.7777	1.1495	1.4974	-0.0352	0.2198	0.2457
6	20	2041.5	0.6928	0.7958	1.2129	1.5727	-0.142	0.1834	0.2075
6	21	2144.2	0.6852	0.8003	1.1709	1.5286	-0.0789	0.1906	0.2203
6	22	2245.7	0.6811	0.8027	1.1945	1.5514	-0.1112	0.1996	0.2287
6	23	2348.2	0.6779	0.8045	1.2069	1.5688	-0.1363	0.1797	0.2061
6	24	2449.6	0.6762	0.8055	1.2208	1.5909	-0.1686	0.1771	0.211
6	25	2550.9	0.6738	0.8069	1.2074	1.5769	-0.1481	0.1776	0.2088
6	26	2652.8	0.6693	0.8094	1.2195	1.5903	-0.1676	0.1745	0.2079
6	27	2755.2	0.6662	0.8112	1.2053	1.5705	-0.1388	0.1809	0.2107
6	28	2857.6	0.662	0.8135	1.2244	1.5976	-0.1785	0.1827	0.2129
6	29	2959.9	0.661	0.8141	1.223	1.5937	-0.1728	0.1694	0.2043
6	30	3061.7	0.6412	0.8251	1.2239	1.5982	-0.1793	0.1659	0.2054
6	31	3164.0	0.6359	0.828	1.226	1.6015	-0.1842	0.1634	0.2036
6	32	3266.2	0.6325	0.8298	1.2344	1.6118	-0.1994	0.1661	0.2058
6	33	3368.1	0.6303	0.831	1.2279	1.6043	-0.1884	0.167	0.2048
6	34	3470.9	0.6274	0.8325	1.2272	1.6071	-0.1925	0.1718	0.2132
6	35	3573.3	0.6245	0.8341	1.2315	1.608	-0.1938	0.1714	0.2121
6	36	3676.0	0.6242	0.8343	1.2303	1.6076	-0.1932	0.1636	0.2123
6	37	3778.3	0.6212	0.8359	1.2436	1.6241	-0.2179	0.1537	0.1975
6	38	3880.0	0.6179	0.8376	1.2455	1.6226	-0.2156	0.1523	0.1907
6	39	3981.4	0.6162	0.8385	1.2255	1.6046	-0.1888	0.1544	0.2003
6	40	4084.0	0.6012	0.8463	1.2471	1.6313	-0.2287	0.1505	0.1981
6	41	4186.5	0.5977	0.848	1.2427	1.6283	-0.2242	0.1512	0.2026
6	42	4288.9	0.595	0.8494	1.2489	1.633	-0.2312	0.1498	0.1982
6	43	4390.6	0.594	0.8499	1.2479	1.6308	-0.228	0.1465	0.1958
6	44	4492.3	0.5916	0.8511	1.2514	1.636	-0.2357	0.1458	0.1951
6	45	4594.4	0.5898	0.852	1.2482	1.6333	-0.2317	0.1453	0.1936
6	46	4696.7	0.5885	0.8527	1.2625	1.6488	-0.2552	0.1406	0.1904
6	47	4798.5	0.5868	0.8535	1.2499	1.6379	-0.2386	0.1426	0.1971
6	48	4900.3	0.5842	0.8548	1.251	1.6369	-0.2372	0.1509	0.2018
6	49	5002.2	0.5841	0.8548	1.2515	1.6369	-0.2371	0.144	0.1966
6	50	5105.0	0.5747	0.8595	1.2571	1.6471	-0.2526	0.1369	0.1922
7	1	102.4	1.4029	0.1551	1.1358	1.4841	0.0658	0.3051	0.2938
7	2	204.0	1.1501	0.4321	1.2066	1.6194	-0.1122	0.1928	0.2236
7	3	305.2	1.025	0.5489	1.2048	1.6215	-0.1152	0.1769	0.1926
7	4	407.0	0.9602	0.6042	1.238	1.6539	-0.1602	0.1479	0.1555
7	5	508.7	0.9215	0.6355	1.2495	1.6565	-0.1638	0.1472	0.1316
7	6	610.5	0.8964	0.6551	1.3027	1.734	-0.2753	0.112	0.1384
7	7	712.7	0.8749	0.6714	1.2606	1.681	-0.1985	0.1558	0.1621
7	8	814.9	0.8557	0.6856	1.2678	1.688	-0.2085	0.1365	0.1525
7	9	917.4	0.8432	0.6947	1.2601	1.6587	-0.167	0.1482	0.1485
7	10	1019.9	0.7868	0.7342	1.2685	1.6828	-0.2011	0.1485	0.1559
7	11	1122.2	0.7727	0.7437	1.2816	1.6901	-0.2115	0.1394	0.1463
7	12	1224.0	0.764	0.7494	1.2658	1.6701	-0.183	0.1454	0.1449
7	13	1326.8	0.7636	0.7497	1.2985	1.7261	-0.2637	0.1179	0.1332
7	14	1429.0	0.753	0.7566	1.3	1.7266	-0.2645	0.1271	0.1318
7	15	1531.4	0.7453	0.7615	1.3027	1.7231	-0.2594	0.1113	0.1162
7	16	1634.3	0.7446	0.762	1.3503	1.79	-0.359	0.0943	0.1119
7	17	1736.8	0.7361	0.7674	1.3329	1.7646	-0.3207	0.126	0.123
7	18	1839.4	0.7373	0.7666	1.3496	1.7933	-0.364	0.1053	0.1111
7	19	1941.7	0.7378	0.7663	1.356	1.7725	-0.3325	0.1052	0.1147
7	20	2042.9	0.6998	0.7897	1.3242	1.7331	-0.274	0.1181	0.1096
7	21	2143.9	0.6923	0.7942	1.3521	1.7807	-0.3449	0.098	0.1031
7	22	2245.2	0.6882	0.7967	1.3471	1.7638	-0.3194	0.098	0.0911
7	23	2346.9	0.6868	0.7975	1.382	1.8146	-0.3965	0.087	0.0892
7	24	2449.1	0.683	0.7997	1.3742	1.8019	-0.3771	0.0859	0.0858
7	25	2550.4	0.679	0.802	1.4068	1.8566	-0.462	0.0834	0.0838
7	26	2652.1	0.6762	0.8037	1.3657	1.7983	-0.3717	0.0954	0.0882
7	27	2754.9	0.6725	0.8058	1.3656	1.8059	-0.3832	0.0974	0.0852
7	28	2856.4	0.6709	0.8068	1.3771	1.8127	-0.3937	0.0755	0.0806
7	29	2957.4	0.6662	0.8094	1.3768	1.8068	-0.3847	0.0722	0.0667
7	30	3059.6	0.6475	0.82	1.3788	1.8095	-0.3888	0.0788	0.0715
7	31	3161.8	0.6428	0.8226	1.3699	1.8031	-0.3789	0.0825	0.0741
7	32	3264.0	0.6411	0.8235	1.3602	1.7949	-0.3664	0.0874	0.078
7	33	3366.1	0.6378	0.8253	1.3879	1.8266	-0.4151	0.083	0.0754
7	34	3468.2	0.6348	0.827	1.3707	1.8023	-0.3778	0.0818	0.0705
7	35	3570.3	0.6332	0.8279	1.394	1.837	-0.4313	0.0748	0.0709
7	36	3672.4	0.6297	0.8298	1.3836	1.8256	-0.4136	0.0704	0.0698
7	37	3773.5	0.628	0.8307	1.3998	1.8466	-0.4462	0.0733	0.0664
7	38	3875.1	0.627	0.8312	1.4068	1.8513	-0.4536	0.0647	0.0633
7	39	3976.3	0.6236	0.833	1.4003	1.8441	-0.4424	0.0739	0.0685
7	40	4077.6	0.6113	0.8396	1.3969	1.8422	-0.4393	0.0659	0.0595
7	41	4179.0	0.6084	0.8411	1.4247	1.873	-0.488	0.0586	0.0519
7	42	4280.2	0.6057	0.8425	1.4137	1.8636	-0.4731	0.0577	0.0545
7	43	4381.8	0.6038	0.8435	1.4279	1.8815	-0.5015	0.064	0.058
7	44	4483.5	0.6022	0.8443	1.4113	1.857	-0.4626	0.0645	0.0567
7	45	4584.4	0.5999	0.8455	1.4202	1.8705	-0.484	0.0561	0.0493
7	46	4685.2	0.5991	0.8459	1.4356	1.8927	-0.5194	0.063	0.0541
7	47	4786.2	0.597	0.847	1.4261	1.8788	-0.4972	0.0661	0.0544
7	48	4887.4	0.5948	0.8481	1.4142	1.8633	-0.4726	0.0643	0.0544
7	49	4989.2	0.5938	0.8486	1.412	1.8628	-0.4718	0.0642	0.0575
7	50	5090.0	0.5844	0.8534	1.43	1.884	-0.5055	0.0663	0.0526
8	1	101.2	1.4277	0.1338	1.1375	1.4267	0.0006	0.2782	0.2546
8	2	202.3	1.1499	0.4381	1.0988	1.4256	0.0022	0.2638	0.2508
8	3	303.8	0.9914	0.5823	1.0596	1.3738	0.0733	0.3152	0.295
8	4	404.2	0.9231	0.6379	1.1037	1.4095	0.0245	0.2696	0.2467
8	5	505.0	0.887	0.6657	1.0919	1.4124	0.0205	0.2826	0.259
8	6	605.7	0.8619	0.6843	1.062	1.384	0.0595	0.2946	0.2636
8	7	707.1	0.8433	0.6978	1.1252	1.4268	0.0004	0.284	0.2421
8	8	809.0	0.8265	0.7097	1.1351	1.4388	-0.0165	0.2966	0.2742
8	9	910.6	0.8138	0.7186	1.0706	1.3921	0.0486	0.2968	0.2669
8	10	1012.4	0.7584	0.7556	1.0757	1.392	0.0487	0.3083	0.281
8	11	1113.9	0.7451	0.7641	1.0879	1.3996	0.0383	0.312	0.2852
8	12	1214.3	0.7308	0.773	1.0866	1.3976	0.0409	0.2998	0.2737
8	13	1316.0	0.7237	0.7774	1.0645	1.3779	0.0678	0.3248	0.3001
8	14	1452.1	0.715	0.7827	1.0662	1.3795	0.0656	0.3334	0.3092
8	15	1600.4	0.7111	0.7851	1.0999	1.4249	0.0031	0.3152	0.291
8	16	1737.4	0.7059	0.7882	1.0827	1.396	0.0431	0.3219	0.288
8	17	1839.0	0.7032	0.7898	1.0874	1.3923	0.0482	0.3168	0.2909
8	18	1939.8	0.6955	0.7945	1.076	1.392	0.0487	0.331	0.2995
8	19	2040.7	0.6874	0.7992	1.1147	1.4285	-0.0019	0.3121	0.2797
8	20	2141.8	0.657	0.8166	1.1009	1.4138	0.0186	0.31	0.2806
8	21	2242.5	0.6475	0.8218	1.1075	1.4231	0.0057	0.3193	0.294
8	22	2343.2	0.6421	0.8248	1.0955	1.4065	0.0287	0.3273	0.3035
8	23	2444.6	0.6365	0.8278	1.0989	1.4145	0.0177	0.3193	0.2966
8	24	2545.4	0.6323	0.8301	1.091	1.4005	0.037	0.3215	0.301
8	25	2645.9	0.6288	0.832	1.1004	1.4114	0.0219	0.3116	0.2855
8	26	2746.7	0.6256	0.8337	1.0959	1.4211	0.0085	0.3099	0.2911
8	27	2847.1	0.6216	0.8358	1.0805	1.3995	0.0384	0.3208	0.3018
8	28	2948.4	0.6156	0.839	1.1067	1.4219	0.0073	0.31	0.2888
8	29	3050.1	0.6146	0.8395	1.107	1.4287	-0.0023	0.3129	0.2925
8	30	3151.1	0.5919	0.8511	1.096	1.4105	0.0232	0.3256	0.3063
8	31	3252.2	0.5868	0.8537	1.098	1.4131	0.0195	0.3178	0.2974
8	32	3353.6	0.5827	0.8557	1.1129	1.4326	-0.0076	0.3172	0.3012
8	33	3454.3	0.5791	0.8575	1.1007	1.4157	0.016	0.3225	0.304
8	34	3555.0	0.5744	0.8598	1.1097	1.4245	0.0037	0.3182	0.296
8	35	3656.0	0.5718	0.8611	1.1077	1.4231	0.0057	0.3142	0.2968
8	36	3757.1	0.5699	0.862	1.1196	1.4345	-0.0103	0.3179	0.3006
8	37	3857.9	0.5672	0.8633	1.1231	1.4348	-0.0107	0.3145	0.301
8	38	3959.5	0.5627	0.8655	1.1156	1.4331	-0.0084	0.3124	0.2987
8	39	4061.4	0.5602	0.8666	1.1032	1.4218	0.0074	0.3172	0.3049
8	40	4162.0	0.5459	0.8734	1.111	1.4302	-0.0043	0.3195	0.3057
8	41	4263.1	0.5424	0.875	1.117	1.4349	-0.0109	0.3159	0.3041
8	42	4364.7	0.5395	0.8763	1.1098	1.4303	-0.0044	0.3136	0.301
8	43	4466.3	0.5378	0.8771	1.1302	1.448	-0.0294	0.3068	0.2962
8	44	4567.0	0.5353	0.8782	1.1229	1.4447	-0.0247	0.309	0.2982
8	45	4666.9	0.5332	0.8792	1.117	1.433	-0.0082	0.3125	0.3001
8	46	4768.7	0.5315	0.8799	1.1154	1.4298	-0.0037	0.3115	0.2988
8	47	4869.7	0.5305	0.8804	1.1209	1.44	-0.0182	0.3091	0.3005
8	48	4970.4	0.5279	0.8816	1.1132	1.433	-0.0083	0.312	0.3003
8	49	5072.1	0.5256	0.8826	1.1231	1.4412	-0.0198	0.3126	0.3014
8	50	5173.7	0.5165	0.8866	1.1269	1.4471	-0.0281	0.3094	0.2963
9	1	100.8	1.3386	0.2374	1.1724	1.5057	-0.0487	0.2259	0.214
9	2	201.7	1.079	0.5045	1.1686	1.4948	-0.0336	0.2049	0.1997
9	3	303.1	0.9922	0.581	1.1845	1.5203	-0.0691	0.1897	0.1903
9	4	404.7	0.9493	0.6165	1.2079	1.5496	-0.1107	0.1627	0.1689
9	5	506.1	0.911	0.6468	1.185	1.5145	-0.0609	0.2099	0.2199
9	6	607.6	0.8856	0.6662	1.2271	1.5861	-0.1637	0.1867	0.1978
9	7	709.1	0.8633	0.6828	1.2428	1.5994	-0.1833	0.1607	0.1685
9	8	810.2	0.8504	0.6922	1.2749	1.6381	-0.2413	0.1817	0.189
9	9	911.3	0.8344	0.7037	1.2476	1.6133	-0.2039	0.1559	0.171
9	10	1012.4	0.7797	0.7413	1.2401	1.5989	-0.1826	0.171	0.1849
9	11	1113.6	0.7674	0.7494	1.2275	1.5796	-0.1542	0.1771	0.1878
9	12	1214.8	0.7591	0.7547	1.2713	1.6329	-0.2334	0.1773	0.1863
9	13	1322.1	0.7524	0.7591	1.2476	1.6038	-0.1897	0.1747	0.1852
9	14	1428.9	0.7481	0.7618	1.2442	1.5944	-0.1759	0.1894	0.1934
9	15	1536.8	0.7426	0.7653	1.2309	1.5872	-0.1653	0.1878	0.2032
9	16	1644.7	0.7361	0.7694	1.2402	1.5976	-0.1805	0.1751	0.1882
9	17	1754.5	0.7333	0.7711	1.2315	1.59	-0.1694	0.1821	0.1999
9	18	1862.3	0.7283	0.7742	1.2588	1.621	-0.2155	0.1683	0.1851
9	19	1969.6	0.7231	0.7775	1.2588	1.621	-0.2154	0.1719	0.1889
9	20	2078.0	0.6907	0.7969	1.2912	1.6555	-0.2678	0.1801	0.1885
9	21	2185.8	0.6828	0.8016	1.2746	1.634	-0.235	0.1753	0.1885
9	22	2294.0	0.6772	0.8048	1.2606	1.6244	-0.2206	0.1692	0.1874
9	23	2401.6	0.6734	0.807	1.3238	1.7008	-0.338	0.1586	0.1747
9	24	2509.3	0.6684	0.8099	1.2734	1.6381	-0.2412	0.1749	0.1861
9	25	2617.5	0.6678	0.8102	1.2908	1.658	-0.2715	0.1773	0.1835
9	26	2724.7	0.6621	0.8134	1.2665	1.636	-0.238	0.1709	0.189
9	27	2833.2	0.658	0.8157	1.2651	1.6333	-0.234	0.1829	0.2002
9	28	2940.2	0.6539	0.818	1.2823	1.6495	-0.2586	0.1756	0.1859
9	29	3048.3	0.6502	0.8201	1.307	1.6905	-0.3219	0.1571	0.18
9	30	3155.5	0.6278	0.8322	1.3066	1.6986	-0.3346	0.1551	0.1852
9	31	3263.8	0.622	0.8353	1.3173	1.7028	-0.3412	0.1621	0.1832
9	32	3370.6	0.6176	0.8377	1.2995	1.6867	-0.316	0.1625	0.1847
9	33	3478.5	0.6142	0.8394	1.3096	1.6919	-0.3241	0.1673	0.1839
9	34	3585.8	0.6107	0.8413	1.3003	1.6833	-0.3107	0.1626	0.1827
9	35	3693.0	0.6073	0.843	1.2963	1.6853	-0.3138	0.1718	0.1947
9	36	3800.3	0.6045	0.8445	1.3225	1.7149	-0.3603	0.1703	0.1884
9	37	3907.0	0.6018	0.8459	1.3142	1.7024	-0.3406	0.1673	0.1867
9	38	4014.8	0.5981	0.8478	1.3155	1.7061	-0.3464	0.1627	0.1848
9	39	4123.1	0.5959	0.8488	1.2996	1.6862	-0.3152	0.1647	0.1859
9	40	4230.0	0.5818	0.8559	1.322	1.7118	-0.3555	0.1614	0.1802
9	41	4338.9	0.5773	0.8581	1.3141	1.7047	-0.3442	0.1573	0.1791
9	42	4447.2	0.575	0.8593	1.3348	1.735	-0.3924	0.1568	0.179
9	43	4555.1	0.573	0.8603	1.2997	1.6871	-0.3166	0.1618	0.1811
9	44	4662.8	0.5701	0.8617	1.3218	1.7171	-0.3637	0.1578	0.1787
9	45	4770.8	0.5682	0.8626	1.3125	1.6995	-0.336	0.1635	0.1802
9	46	4878.5	0.5667	0.8633	1.3235	1.718	-0.3653	0.1591	0.1785
9	47	4985.1	0.5648	0.8642	1.3163	1.7087	-0.3505	0.1678	0.1834
9	48	5092.2	0.5631	0.865	1.3252	1.7174	-0.3643	0.1591	0.1749
9	49	5199.1	0.5599	0.8666	1.3153	1.7065	-0.347	0.1523	0.1718
9	50	5306.9	0.5513	0.8706	1.3341	1.7285	-0.3821	0.1596	0.176
