Fold	Epoch	Time	RMSE_tr	R2_tr	MAE_te	RMSE_te	R2_te	PCC_te	SCC_te
6	11	1169.0	1.1071	0.6114	1.7535	2.2277	-0.6339	0.0408	0.0385
6	12	1274.8	1.1071	0.6114	1.7785	2.26	-0.6815	0.0283	0.0212
6	13	1380.8	1.0922	0.6218	1.7405	2.1961	-0.5877	0.0145	0.0122
6	14	1487.0	1.0798	0.6303	1.6631	2.0959	-0.4462	0.0594	0.0525
6	15	1593.2	1.0736	0.6345	1.8013	2.2782	-0.7087	0.0113	0.0099
6	16	1699.0	1.0682	0.6382	1.6967	2.1441	-0.5135	0.0371	0.0403
6	17	1805.7	1.0601	0.6437	1.8064	2.3019	-0.7445	0.036	0.0316
6	18	1911.9	1.0524	0.6488	1.6817	2.1278	-0.4906	0.0493	0.0447
6	19	2017.7	1.0491	0.651	1.7599	2.2282	-0.6346	0.0328	0.0288
6	20	2122.7	1.0103	0.6764	1.793	2.2691	-0.6951	0.0172	0.0143
6	21	2228.4	1.0022	0.6815	1.8759	2.3837	-0.8706	0.0167	0.0164
6	22	2334.6	0.9971	0.6848	1.8586	2.3582	-0.8308	0.0129	0.0105
6	23	2440.9	0.9918	0.6881	1.8027	2.2725	-0.7002	0.0193	0.0155
6	24	2546.7	0.9882	0.6904	1.847	2.333	-0.7919	0.0134	0.0121
6	25	2653.3	0.9823	0.6941	1.9157	2.4225	-0.932	0.0098	0.0075
6	26	2759.3	0.9781	0.6967	1.8589	2.3495	-0.8173	0.0218	0.0196
6	27	2866.2	0.9743	0.699	1.9088	2.4096	-0.9115	0.0062	0.0021
6	28	2972.1	0.9685	0.7026	1.8552	2.3428	-0.807	0.012	0.0091
6	29	3078.4	0.9681	0.7029	1.8463	2.3309	-0.7887	0.0137	0.0093
6	30	3184.9	0.9406	0.7195	1.8673	2.3529	-0.8225	0.0156	0.012
6	31	3291.7	0.9346	0.7231	1.8946	2.3999	-0.8962	0.0122	0.0097
6	32	3398.0	0.9312	0.7251	1.8949	2.4009	-0.8978	0.0144	0.0108
6	33	3504.3	0.9256	0.7284	1.8839	2.3753	-0.8574	0.0063	0.0022
6	34	3610.5	0.9241	0.7292	1.9183	2.4243	-0.935	0.0044	0.0017
6	35	3716.9	0.9206	0.7313	1.8947	2.3979	-0.893	0.0064	0.005
6	36	3823.4	0.9159	0.734	1.9609	2.4839	-1.0313	-0.0066	-0.007
6	37	3930.5	0.9142	0.735	1.9414	2.4547	-0.9837	-0.0004	-0.0035
6	38	4037.4	0.9113	0.7367	1.9243	2.4271	-0.9393	-0.003	-0.0053
6	39	4143.6	0.908	0.7386	1.9101	2.4159	-0.9215	0.0091	0.0047
6	40	4250.2	0.8902	0.7487	1.9375	2.453	-0.981	0.0003	-0.004
6	41	4356.7	0.886	0.7511	1.9522	2.4666	-1.003	0.0042	-0.0012
6	42	4463.3	0.8839	0.7523	1.9378	2.4441	-0.9667	-0.0	-0.0039
6	43	4569.6	0.8809	0.754	1.936	2.4325	-0.948	-0.0016	-0.0065
6	44	4676.1	0.879	0.755	1.9581	2.4746	-1.016	-0.0036	-0.0084
6	45	4782.4	0.8762	0.7566	1.9602	2.4746	-1.016	-0.0032	-0.0074
6	46	4889.7	0.8745	0.7575	1.9529	2.4634	-0.9979	-0.0047	-0.0088
6	47	4996.2	0.8718	0.759	1.9815	2.5018	-1.0605	-0.0055	-0.0096
6	48	5103.0	0.8692	0.7605	1.9471	2.452	-0.9794	-0.0016	-0.008
6	49	5209.5	0.8669	0.7618	1.9717	2.4905	-1.042	-0.0011	-0.0056
6	50	5316.2	0.8555	0.768	1.9805	2.4975	-1.0536	-0.0062	-0.0106
7	1	107.2	1.6628	0.112	1.4902	1.8623	-0.0212	0.2043	0.2095
7	2	213.8	1.4171	0.355	1.4918	1.9117	-0.0761	0.2652	0.2761
7	3	320.3	1.3271	0.4344	1.5032	1.8697	-0.0293	0.2176	0.2366
7	4	427.0	1.2686	0.4831	1.5018	1.8745	-0.0347	0.2312	0.2361
7	5	533.2	1.2358	0.5095	1.4911	1.8941	-0.0564	0.2273	0.2389
7	6	639.4	1.2024	0.5357	1.4911	1.8707	-0.0305	0.2259	0.2356
7	7	745.7	1.1877	0.547	1.5139	1.907	-0.0709	0.2202	0.2326
7	8	852.7	1.2183	0.5234	1.6172	2.0033	-0.1818	0.1737	0.1775
7	9	959.7	1.1689	0.5612	1.481	1.8663	-0.0256	0.2428	0.2594
7	10	1066.5	1.0835	0.623	1.5793	1.974	-0.1474	0.1853	0.1906
7	11	1172.6	1.0702	0.6322	1.5451	1.9411	-0.1095	0.1908	0.2019
7	12	1279.1	1.0603	0.6389	1.5656	1.9551	-0.1255	0.1987	0.2101
7	13	1385.8	1.0561	0.6418	1.5684	1.9576	-0.1284	0.1903	0.1975
7	14	1492.1	1.0525	0.6442	1.583	1.9849	-0.1601	0.1779	0.1862
7	15	1598.0	1.0428	0.6508	1.5831	1.9835	-0.1584	0.1911	0.1972
7	16	1692.8	1.0399	0.6527	1.6102	2.0144	-0.1949	0.1714	0.1815
7	17	1787.8	1.0372	0.6545	1.5296	1.9111	-0.0755	0.2136	0.2248
7	18	1883.0	1.0314	0.6583	1.5798	1.9786	-0.1527	0.1889	0.1991
7	19	1977.2	1.041	0.652	1.6345	2.0392	-0.2244	0.1748	0.1816
7	20	2071.9	0.993	0.6833	1.6547	2.0675	-0.2586	0.1679	0.1752
7	21	2167.1	0.9864	0.6875	1.6303	2.04	-0.2254	0.169	0.172
7	22	2262.0	0.9847	0.6886	1.5757	1.9727	-0.1459	0.2089	0.2156
7	23	2357.4	0.9822	0.6902	1.6429	2.0499	-0.2373	0.1813	0.1901
7	24	2451.6	0.976	0.6941	1.6338	2.0455	-0.232	0.1749	0.1824
7	25	2546.5	0.9713	0.697	1.6571	2.0804	-0.2745	0.181	0.1925
7	26	2641.2	0.968	0.6991	1.7	2.1221	-0.326	0.1611	0.1663
7	27	2736.6	0.9667	0.6999	1.6341	2.0494	-0.2367	0.1861	0.1917
7	28	2831.4	0.9609	0.7034	1.6466	2.0577	-0.2468	0.1751	0.1806
7	29	2926.2	0.9595	0.7043	1.6361	2.0499	-0.2373	0.1815	0.1853
7	30	3021.4	0.9372	0.7179	1.6389	2.0519	-0.2398	0.1796	0.1842
7	31	3116.0	0.9336	0.7201	1.6326	2.0446	-0.2309	0.1825	0.1892
7	32	3210.6	0.9305	0.722	1.6317	2.0464	-0.2331	0.1861	0.1928
7	33	3305.3	0.9272	0.7239	1.6633	2.0865	-0.2819	0.1692	0.1766
7	34	3400.3	0.927	0.724	1.6335	2.0474	-0.2343	0.1783	0.184
7	35	3494.0	0.9207	0.7278	1.6647	2.0817	-0.276	0.1688	0.1721
7	36	3589.1	0.919	0.7287	1.6541	2.0697	-0.2614	0.1724	0.1786
7	37	3684.6	0.9188	0.7289	1.6766	2.0997	-0.2981	0.1563	0.1622
7	38	3779.0	0.9154	0.7309	1.6652	2.0854	-0.2806	0.1667	0.1732
7	39	3874.3	0.9145	0.7314	1.6542	2.0788	-0.2724	0.1696	0.1778
7	40	3969.6	0.8987	0.7406	1.6582	2.081	-0.2752	0.1666	0.1745
7	41	4064.8	0.8958	0.7423	1.6749	2.1027	-0.3019	0.1618	0.1691
7	42	4160.1	0.8928	0.744	1.6885	2.1193	-0.3225	0.1558	0.1631
7	43	4255.2	0.8913	0.7449	1.66	2.0829	-0.2774	0.1666	0.1749
7	44	4350.2	0.8894	0.7459	1.6896	2.1212	-0.3249	0.1604	0.1673
7	45	4444.7	0.8885	0.7465	1.6904	2.1216	-0.3254	0.158	0.1631
7	46	4539.9	0.8866	0.7475	1.6951	2.1256	-0.3305	0.1619	0.1674
7	47	4635.1	0.8839	0.7491	1.7026	2.1339	-0.3409	0.1593	0.1655
7	48	4729.4	0.8817	0.7503	1.6816	2.112	-0.3135	0.1618	0.1699
7	49	4825.1	0.8803	0.7511	1.6933	2.1239	-0.3282	0.1563	0.1627
7	50	4920.7	0.8693	0.7573	1.7028	2.1352	-0.3424	0.155	0.1604
8	1	95.4	1.6821	0.0997	1.469	1.8954	-0.1212	0.1734	0.1845
8	2	190.0	1.4262	0.3527	1.43	1.8088	-0.0211	0.2007	0.2136
8	3	284.8	1.332	0.4355	1.5133	1.9475	-0.1837	0.1469	0.1732
8	4	379.9	1.2766	0.4814	1.4424	1.823	-0.0372	0.1791	0.1974
8	5	475.5	1.2412	0.5098	1.4182	1.8166	-0.0299	0.1898	0.2118
8	6	571.0	1.2083	0.5354	1.4625	1.884	-0.1078	0.161	0.1879
8	7	666.0	1.1842	0.5538	1.4903	1.8935	-0.1189	0.1532	0.1719
8	8	761.4	1.1672	0.5665	1.4889	1.8979	-0.1242	0.1681	0.1978
8	9	856.5	1.1521	0.5776	1.5684	1.9969	-0.2445	0.122	0.1262
8	10	951.4	1.0874	0.6238	1.5447	1.9632	-0.2028	0.1546	0.1644
8	11	1047.0	1.072	0.6343	1.6338	2.0877	-0.3603	0.1159	0.1253
8	12	1141.8	1.0652	0.639	1.5469	1.9628	-0.2024	0.1556	0.1632
8	13	1236.8	1.06	0.6424	1.548	1.9632	-0.2028	0.1449	0.1513
8	14	1331.7	1.0489	0.6499	1.5288	1.9451	-0.1808	0.1581	0.1692
8	15	1428.7	1.0429	0.6539	1.5478	1.9574	-0.1958	0.1594	0.1637
8	16	1523.8	1.0369	0.6579	1.5919	2.0143	-0.2663	0.1352	0.1445
8	17	1619.1	1.0311	0.6617	1.5272	1.9441	-0.1796	0.1705	0.1842
8	18	1713.8	1.027	0.6644	1.5522	1.9705	-0.2118	0.1531	0.166
8	19	1808.7	1.0247	0.6659	1.5557	1.9758	-0.2184	0.1509	0.1624
8	20	1902.5	0.9894	0.6885	1.526	1.9366	-0.1704	0.1667	0.1773
8	21	1997.3	0.9824	0.6929	1.5837	2.0124	-0.2639	0.1584	0.1687
8	22	2092.7	0.9764	0.6967	1.578	1.9947	-0.2417	0.1442	0.1492
8	23	2187.0	0.9738	0.6982	1.5916	2.0192	-0.2724	0.1248	0.1289
8	24	2282.2	0.9699	0.7007	1.571	1.9921	-0.2386	0.1474	0.1564
8	25	2377.3	0.9667	0.7027	1.5841	2.0112	-0.2624	0.1525	0.1644
8	26	2472.8	0.9636	0.7046	1.597	2.0298	-0.2858	0.1401	0.153
8	27	2568.1	0.9609	0.7062	1.5776	1.9988	-0.2469	0.1432	0.1519
8	28	2663.5	0.9582	0.7078	1.6205	2.0582	-0.3221	0.1255	0.1366
8	29	2758.4	0.9552	0.7097	1.5527	1.9718	-0.2134	0.1463	0.1571
8	30	2852.4	0.9306	0.7244	1.6168	2.0546	-0.3175	0.1262	0.1361
8	31	2947.7	0.927	0.7266	1.6064	2.0365	-0.2944	0.1258	0.1327
8	32	3042.0	0.9214	0.7299	1.6342	2.0751	-0.3439	0.1111	0.1199
8	33	3137.1	0.9189	0.7313	1.6087	2.04	-0.2988	0.1414	0.1496
8	34	3231.6	0.9167	0.7326	1.6585	2.1068	-0.3853	0.1092	0.1166
8	35	3326.3	0.9135	0.7345	1.6321	2.0731	-0.3413	0.1281	0.1321
8	36	3421.6	0.9112	0.7358	1.6339	2.0714	-0.3392	0.1261	0.1306
8	37	3516.2	0.9088	0.7372	1.6539	2.0989	-0.3749	0.1218	0.1284
8	38	3611.8	0.9056	0.739	1.6684	2.1165	-0.398	0.1132	0.1228
8	39	3707.6	0.9029	0.7406	1.644	2.0834	-0.3547	0.1227	0.1302
8	40	3803.8	0.8865	0.7499	1.6645	2.1082	-0.387	0.1163	0.1231
8	41	3898.8	0.8826	0.7521	1.675	2.121	-0.404	0.1155	0.1204
8	42	3993.5	0.8793	0.754	1.6777	2.1225	-0.406	0.1231	0.127
8	43	4089.3	0.8766	0.7555	1.6795	2.1263	-0.411	0.1197	0.1244
8	44	4184.4	0.8748	0.7565	1.6797	2.1289	-0.4144	0.1146	0.1194
8	45	4280.1	0.8722	0.7579	1.653	2.0948	-0.3696	0.1219	0.1278
8	46	4375.6	0.8705	0.7589	1.6847	2.1356	-0.4234	0.1158	0.1217
8	47	4470.6	0.8674	0.7606	1.6903	2.1405	-0.43	0.1145	0.1215
8	48	4566.2	0.8649	0.762	1.6834	2.1293	-0.415	0.1196	0.1281
8	49	4661.6	0.863	0.763	1.6945	2.1461	-0.4374	0.1126	0.1219
8	50	4756.4	0.8532	0.7684	1.6804	2.1248	-0.4091	0.1211	0.1281
9	1	95.2	1.682	0.1177	1.3048	1.6403	-0.0282	0.2299	0.2354
9	2	190.2	1.429	0.3632	1.2993	1.6315	-0.0171	0.2291	0.2307
9	3	284.9	1.3403	0.4398	1.3382	1.6741	-0.0708	0.2231	0.2309
9	4	378.9	1.2908	0.4804	1.3903	1.769	-0.1958	0.2218	0.2418
9	5	473.5	1.2612	0.5039	1.4425	1.8181	-0.2631	0.2209	0.23
9	6	568.6	1.231	0.5274	1.3756	1.7271	-0.1398	0.2142	0.214
9	7	662.9	1.2088	0.5443	1.427	1.7885	-0.2223	0.1902	0.1855
9	8	757.8	1.1845	0.5625	1.4506	1.8162	-0.2605	0.2077	0.2083
9	9	853.6	1.1675	0.5749	1.3905	1.7409	-0.1581	0.2121	0.2071
9	10	948.5	1.1029	0.6206	1.4544	1.828	-0.2768	0.2049	0.2043
9	11	1043.8	1.0868	0.6317	1.4974	1.8751	-0.3435	0.2059	0.2038
9	12	1138.6	1.0773	0.6381	1.4742	1.8492	-0.3066	0.1989	0.2
9	13	1234.2	1.0687	0.6438	1.4994	1.8794	-0.3496	0.2065	0.2094
9	14	1329.5	1.0604	0.6493	1.4357	1.7911	-0.2259	0.2043	0.2041
9	15	1424.8	1.0528	0.6543	1.4579	1.8245	-0.272	0.2046	0.2047
9	16	1519.3	1.0458	0.6589	1.4652	1.8387	-0.2918	0.2034	0.2041
9	17	1613.8	1.0431	0.6607	1.523	1.9078	-0.3908	0.2044	0.2026
9	18	1709.0	1.0352	0.6658	1.5283	1.9128	-0.398	0.2082	0.2063
9	19	1804.1	1.0307	0.6687	1.466	1.8325	-0.2831	0.2104	0.2092
9	20	1899.1	0.9942	0.6918	1.5335	1.9223	-0.4119	0.2029	0.2042
9	21	1993.8	0.9875	0.6959	1.5751	1.9713	-0.4849	0.195	0.1943
9	22	2089.5	0.9819	0.6993	1.4748	1.8511	-0.3093	0.2002	0.2022
9	23	2184.3	0.976	0.7029	1.5593	1.9597	-0.4675	0.1964	0.2013
9	24	2279.1	0.9734	0.7045	1.51	1.8928	-0.369	0.1963	0.1941
9	25	2374.5	0.9672	0.7082	1.5419	1.9306	-0.4242	0.2001	0.2002
9	26	2469.4	0.9649	0.7096	1.4909	1.8638	-0.3273	0.2012	0.199
9	27	2564.6	0.9604	0.7123	1.5201	1.9005	-0.3801	0.2023	0.1987
9	28	2660.3	0.9552	0.7155	1.4864	1.86	-0.322	0.1975	0.1978
9	29	2755.8	0.9527	0.7169	1.5364	1.9205	-0.4094	0.1962	0.194
9	30	2849.7	0.9295	0.7306	1.5375	1.9223	-0.412	0.1902	0.189
9	31	2944.9	0.9234	0.7341	1.5301	1.915	-0.4012	0.1954	0.1941
9	32	3039.3	0.9218	0.735	1.5822	1.9755	-0.4912	0.194	0.1916
9	33	3132.2	0.9178	0.7373	1.5304	1.9186	-0.4065	0.2009	0.2032
9	34	3227.4	0.914	0.7395	1.5694	1.9621	-0.4711	0.1975	0.1977
9	35	3322.2	0.9109	0.7412	1.5401	1.9291	-0.422	0.1964	0.1999
9	36	3416.8	0.9081	0.7428	1.533	1.9215	-0.4108	0.1875	0.1902
9	37	3511.9	0.9063	0.7438	1.5243	1.9139	-0.3996	0.1935	0.1962
9	38	3607.2	0.9034	0.7455	1.547	1.9382	-0.4355	0.1854	0.1864
9	39	3702.0	0.9027	0.7459	1.5702	1.9696	-0.4823	0.1867	0.1876
9	40	3796.8	0.8869	0.7547	1.5772	1.9778	-0.4947	0.1831	0.1833
9	41	3891.3	0.8863	0.755	1.564	1.9581	-0.465	0.1854	0.1844
9	42	3986.7	0.8819	0.7574	1.5692	1.9659	-0.4767	0.1819	0.182
9	43	4081.8	0.8789	0.7591	1.5899	1.9933	-0.5182	0.1806	0.1824
9	44	4176.5	0.8779	0.7596	1.5618	1.9564	-0.4626	0.1761	0.1756
9	45	4271.5	0.876	0.7607	1.555	1.9512	-0.4547	0.1785	0.1799
9	46	4366.2	0.8742	0.7617	1.5587	1.9553	-0.4609	0.1805	0.1805
9	47	4461.2	0.8711	0.7633	1.5491	1.9444	-0.4446	0.1826	0.1837
9	48	4555.6	0.8692	0.7644	1.5503	1.9452	-0.4458	0.1783	0.1796
9	49	4650.0	0.8681	0.765	1.5689	1.9687	-0.481	0.1735	0.1758
9	50	4744.8	0.859	0.7699	1.5637	1.9623	-0.4713	0.1752	0.1765
